context	label	split
There is a gradual increase in the double phosphorylation of the Thr-Glu-Tyr motif, characteristic of activated kinases such as ERK1, 2 and 5 in two proteins of 80 and 105 kDa in capacitating human spermatozoa (de <CITED HERE>; Thundathil et al., 2002, 2003).	background	train
Homeoproteins contain a highly conserved, 60 amino acid peptide domain known as the homeodomain <CITED HERE>, a peptide motif conferring sequence-specific DNA binding ability to the homeoproteins (Laughon and Scott, 1984; Desplan et al.	background	train
In informal experiments, it‚Äôs found that only inserting LN cannot achieve satisfactory adaptation results, and inspired b<CITED HERE>1], we combine fine-tuning output layer with Full-LN/LRPD-LN based method in the following experiments.	method	train
This translocation event is independent of the HBV nucleocapsid and can be subsequently detected on secreted virions and SVP <CITED HERE>.	background	train
Prominent within the HBC are the balls – events in which the houses come together to compete in various categories for cash prizes and ‘ball statu<CITED HERE>2013).	background	train
…tRNA selection on the ribosome during protein synthesis (Blanchard et al., 2004) (reviewed in Johansson et al., 2008; Rodnina et al., 2005), acetylcholine receptor desensitization (<CITED HERE>; Matsubara et al., 1992), and subunit rotation of F0F1-ATP synthase (Diez et al., 2004).	method	train
This prolongs the circulation time and potential for interaction of the antigen with APCs and may reduce the need for multiple vaccinations <CITED HERE>.	background	train
For group Lasso we have adapted the implementation presented in [21] whereas for comparisons with standard multiple kernel learning, we have used the GMKL implementation presented by Varma and Babu <CITED HERE>.	method	train
The first of these is a class of appearance-based approaches in which a linear subspace is used to capture the variation of a particular face due variations in illumination <CITED HERE>.	background	train
Here we use the value of ten (because our previous study showed this is the number of items that can be managed efficiently in the browser‚Äôs sideba<CITED HERE>002]).	method	train
"PKCη-C2 domain induces chondrogenic diffe-
rentiation in hMSCs The C2 domain of PKCη is thought not to affect substrate-specificity of the kinase but instead aid in its localization to membranous syste<CITED HERE>2006)."	background	train
A rook pivoting scheme as in <CITED HERE> and [11] can be implemented for tridiagonal matrices, but a full rook scheme for general banded matrices would probably lead to a ”chasing” scheme as in [5] or [15] .	method	train
The original architecture proposed in [5] has been improved in <CITED HERE> by rearranging the detection method (DM) in a modular fashion and by reducing the control management.	method	train
The three-sigma signal is triggered when any data point is further than 3 standard deviations away from the overall process average <CITED HERE>.	background	val
Therefore, the equilibrium and stability analysis of neural networks with time delays has been received much interest in recent years <CITED HERE>.	background	train
Some approaches address the cause of aligning both classes and entities simultaneously: the RiMOM [66] and iliads <CITED HERE> systems.	method	train
Olfactory bulb odorant ORFs These results are consistent with previously reported studies of mitral‚Äìtufted cell responses to odorants differing in carbon chain lengt<CITED HERE>992).	result	train
Amplified neural activity was connected to an analog-to-digital converter (Cambridge Electronic Design) and passed through an integrator circuit (<CITED HERE>).	method	train
If NusA is not present, antitermination still occurs, but in this case there is evidence that antipausing is the mechanism: Restricting elongation rate at the critical release site of an intrinsic terminator by reducing the substrate NTP concentration impairs antitermination in the absence of NusA, but not in its presence <CITED HERE>.	background	train
First, depression is observed at all synaptic connections between layer 5 pyramidal neurons even though U varies from 0.1 to 0.95 (<CITED HERE>, Tsodyks and Markram, 1997).	background	train
Using the identifying restrictions of <CITED HERE>, I find that the estimated response of the economy to a shock to policy uncertainty is much larger when the last 4 years of data are included in the dataset.	background	train
The reversal component requires orbitofrontal cortex (Dias et al., 1996; <CITED HERE>; Hornak et al., 2004; Izquierdo et al., 2004; Murray and Izquierdo, 2007).	background	train
As for exposure assessment, underestimation is considered according to the study designs; conversely for outcome and confounding assessment, overestimation is considered (Porta et al. 2009; WHO 2007; Franchini et al. 2004; <CITED HERE>).	background	train
The TNM staging of the GBC tumors was assessed according to the American Joint Committee on Cancer (AJCC) guidelines <CITED HERE>.	method	train
17Recently, Davidsson & Sibbertsen (2002) introduced a model which nests the Error Duration model of <CITED HERE> One interpretation of the model is that innovations become alive again once they have died.	background	train
The inadequacy of CCS implementation in the primary care setting, which was also reported by physicians‚Äô survey from Italy, France, and Greec<CITED HERE>ì25] and by a qualitative study from UK [26], is further strengthened by our results.	result	train
Further comparison with the distribution of 11 -hydroxysteroid dehydrogenase type 2, which is found in the DCT and CNT <CITED HERE> confirmed the different pattern of expression of RhCG in these segments (Fig.	result	train
"The use of a throat pack increased the risk of developing sore throat by more than 3 times; this finding is in contrast to previous studies in which the presence of a throat pack was not found to be a risk factor in the development of <CITED HERE>17,18
Our patients predominantly underwent ENT surgery, in which it is common to use a throat pack to prevent blood from trickling into the stomach and leading to postoperative nausea and vomiting."	result	train
To block the entire time-course of morphine reward and not just the short time that the animals were in the place-conditioning apparatus immediately after morphine or saline injection, the TPP was reversibly inactivated with the local anesthetic bupivacaine, which has an effect that lasts for at least 2 h <CITED HERE>, compared with the time-course (approximately 30–60 min) of the faster acting anesthetic lidocaine (Covino, 1986).	background	train
It is also offering a wealth of new approaches such as emitters <CITED HERE> and sensors [5-7] in terms of THz applications.	background	train
It conditions resistance to penicillin, cefotaxime, ceftazidime and aztreonam, and its activity is well inhibited by clavulanic acid, sulbactam and tazobactam <CITED HERE>.	background	train
Because ribbons and short-wavelength folds occur together at the margins of crustal plateaus and show compatible principal strain orientations <CITED HERE>, it is possible that they formed simultaneously, under the principle that the shortest-wavelength tectonic features represent the earliest stages of deformation.	background	train
